Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding
38686878,CREDIT CARD,187-86-0425,205-812-3962,Millers Ferry,Millers Ferry,Millers Ferry,AL,36760,South,03-08-18,"$25,961",Non-Default,23-06-21,707,704,$779
38686879,CREDIT CARD,733-26-7137,217-412-2063,Tinley Park,Tinley Park,Tinley Park,IL,60483,Midwest,27-09-19,"$50,979",Default,24-08-21,768,804,"$14,784"
38686880,CREDIT CARD,064-02-1774,201-625-2760,East Orange,Essex,East Orange,NJ,7019,Northeast,20-06-19,"$94,900",Non-Default,25-12-20,851,895,"$47,450"
38686881,CREDIT CARD,050-02-6492,217-838-3916,Oglesby,La Salle,Oglesby,IL,61348,Midwest,17-04-21,"$81,940",Default,11-03-21,812,805,"$37,692"
38686882,MORTGAGE,004-13-0877,201-595-4847,Lafayette,Sussex,Lafayette,NJ,7848,Northeast,24-08-21,"$959,694",Default,19-04-21,858,892,"$220,730"
38686883,PERSONAL LOAN,391-33-2585,406-650-2732,Pray,Park,Pray,MT,59065,West,25-12-18,"$85,872",Non-Default,24-08-21,821,867,"$37,784"
38686884,MORTGAGE,408-99-3194,202-433-1516,Washington,District of Columbia,Washington,DC,20260,South,04-11-20,"$786,981",Default,24-08-21,762,793,"$330,532"
38686885,MORTGAGE,649-56-0801,314-749-3319,Clarkton,Dunklin,Clarkton,MO,63837,Midwest,20-06-19,"$890,343",Default,07-11-20,722,729,"$62,324"
38686886,MORTGAGE,281-15-3451,219-592-2342,Macy,Miami,Macy,IN,46951,Midwest,03-07-19,"$437,202",Non-Default,31-01-21,673,697,"$52,464"
38686887,MORTGAGE,733-26-9934,270-998-1270,Paducah,McCracken,Paducah,KY,42003,South,13-02-19,"$114,048",Non-Default,09-08-21,734,766,"$29,652"
38686888,CREDIT CARD,030-92-7049,405-210-0182,Eufaula,McIntosh,Eufaula,OK,74432,South,04-08-19,"$58,946",Non-Default,11-05-21,787,795,"$20,042"
38686889,PERSONAL LOAN,367-39-4846,319-777-7955,Andrew,Jackson,Andrew,IA,52030,Midwest,11-03-19,"$87,629",Non-Default,24-07-21,650,651,"$22,784"
38686890,CREDIT CARD,135-25-3970,215-469-6173,Delmont,Westmoreland,Delmont,PA,15626,Northeast,24-06-18,"$26,232",Default,15-12-20,899,935,"$6,296"
38686891,PERSONAL LOAN,627-31-1615,215-229-5529,Harrisburg,Dauphin,Harrisburg,PA,17126,Northeast,23-04-18,"$59,390",Non-Default,11-05-21,859,883,"$19,599"
38686892,PERSONAL LOAN,163-86-5181,216-337-4735,Chandlersville,Muskingum,Chandlersville,OH,43727,Midwest,02-07-18,"$192,511",Default,24-08-21,870,876,"$7,700"
38686893,CREDIT CARD,480-41-5196,216-210-1926,Damascus,Mahoning,Damascus,OH,44619,Midwest,10-08-21,"$73,352",Default,13-07-21,710,739,"$24,206"
38686894,MORTGAGE,462-99-1543,210-820-8566,Bridge City,Orange,Bridge City,TX,77611,South,28-11-19,"$889,142",Non-Default,19-05-21,723,764,"$284,525"
38686895,CREDIT CARD,542-81-9581,212-241-5860,Bemus Point,Chautauqua,Bemus Point,NY,14712,Northeast,08-04-20,"$45,950",Non-Default,24-08-21,759,783,"$18,380"
38686896,PERSONAL LOAN,411-99-5213,212-917-3651,Ilion,Herkimer,Ilion,NY,13357,Northeast,19-08-19,"$89,746",Non-Default,24-08-21,679,675,"$41,283"
38686897,CREDIT CARD,438-99-0450,480-658-1831,Scottsdale,Maricopa,Scottsdale,AZ,85260,West,18-01-20,"$99,762",Non-Default,24-08-21,710,744,"$13,967"
38686898,MORTGAGE,135-25-3556,231-762-4250,Galesburg,Kalamazoo,Galesburg,MI,49053,Midwest,26-12-19,"$273,709",Default,19-06-21,720,745,"$112,221"
38686899,MORTGAGE,251-99-0325,209-359-5116,Victorville,San Bernardino,Victorville,CA,92392,West,11-04-21,"$459,707",Non-Default,24-08-21,674,685,"$193,077"
38686900,MORTGAGE,256-99-5546,209-782-7907,Alhambra,Los Angeles,Alhambra,CA,91801,West,11-03-20,"$952,955",Non-Default,11-11-20,817,830,"$247,768"
38686901,CREDIT CARD,151-23-6235,231-958-6774,Bath,Clinton,Bath,MI,48808,Midwest,12-03-18,"$27,588",Non-Default,22-01-21,658,706,"$4,138"
38686902,CREDIT CARD,573-99-0678,231-338-0449,Ottawa Lake,Monroe,Ottawa Lake,MI,49267,Midwest,05-02-19,"$28,596",Non-Default,23-05-21,677,712,"$2,288"
38686903,PERSONAL LOAN,355-08-9865,205-932-8646,Sawyerville,Hale,Sawyerville,AL,36776,South,23-02-19,"$159,322",Non-Default,06-02-21,651,686,"$27,085"
38686904,CREDIT CARD,583-99-0367,304-686-0980,Lyburn,Logan,Lyburn,WV,25632,South,16-04-19,"$85,911",Non-Default,24-08-21,719,731,"$25,773"
38686905,CREDIT CARD,730-28-0216,229-572-8355,Meansville,Pike,Meansville,GA,30256,South,14-10-20,"$54,957",Non-Default,24-07-21,893,926,"$24,731"
38686906,CREDIT CARD,423-67-1860,239-815-6889,Indialantic,Brevard,Indialantic,FL,32903,South,02-01-19,"$70,697",Non-Default,25-06-21,900,908,"$32,521"
38686907,MORTGAGE,014-94-8754,218-933-4305,Saint Paul,Ramsey,Saint Paul,MN,55105,Midwest,05-02-21,"$369,892",Non-Default,24-08-21,685,719,"$96,172"
38686908,CREDIT CARD,639-29-4640,479-509-8845,Danville,Yell,Danville,AR,72833,South,20-08-21,"$34,736",Default,08-02-21,700,739,"$1,389"
38686909,CREDIT CARD,705-18-7081,219-485-0678,Shelby,Lake,Shelby,IN,46377,Midwest,04-07-20,"$75,009",Non-Default,22-04-21,890,897,"$7,501"
38686910,PERSONAL LOAN,099-02-9332,479-386-5799,Hoxie,Lawrence,Hoxie,AR,72433,South,04-05-19,"$194,355",Default,24-08-21,757,764,"$64,137"
38686911,PERSONAL LOAN,726-18-7076,303-462-2441,Westminster,Adams,Westminster,CO,80030,West,21-12-19,"$93,657",Non-Default,28-06-21,897,933,"$22,478"
38686912,CREDIT CARD,307-37-9112,239-757-9980,Fort Walton Beach,Okaloosa,Fort Walton Beach,FL,32548,South,28-01-21,"$45,925",Default,17-01-21,757,781,"$4,593"
38686913,PERSONAL LOAN,569-99-3559,219-310-0342,Fort Wayne,Allen,Fort Wayne,IN,46819,Midwest,04-03-19,"$97,099",Non-Default,24-08-21,736,774,"$19,420"
38686914,MORTGAGE,287-15-3610,405-569-1904,Castle,Okfuskee,Castle,OK,74833,South,19-06-18,"$741,356",Non-Default,22-05-21,720,714,"$303,956"
38686915,MORTGAGE,279-15-9443,479-441-5908,Hartford,Sebastian,Hartford,AR,72938,South,08-08-20,"$412,300",Default,17-04-21,853,887,"$185,535"
38686916,PERSONAL LOAN,121-98-5314,212-859-5362,Binghamton,Broome,Binghamton,NY,13901,Northeast,18-07-21,"$43,571",Default,16-11-20,862,863,"$2,614"
38686917,MORTGAGE,522-99-3400,401-381-6449,Tiverton,Newport,Tiverton,RI,2878,Northeast,13-06-21,"$135,776",Non-Default,08-11-20,689,737,"$6,789"
38686918,PERSONAL LOAN,402-73-8484,314-505-2431,Turney,Clinton,Turney,MO,64493,Midwest,06-11-18,"$85,078",Non-Default,24-03-21,663,688,"$18,717"
38686919,MORTGAGE,326-11-0004,215-520-0057,Lancaster,Lancaster,Lancaster,PA,17601,Northeast,24-11-18,"$405,420",Non-Default,07-03-21,892,903,"$32,434"
38686920,CREDIT CARD,478-43-0553,231-772-8466,Central Lake,Antrim,Central Lake,MI,49622,Midwest,17-03-19,"$99,003",Non-Default,24-08-21,747,742,"$30,691"
38686921,PERSONAL LOAN,439-99-2393,201-261-0602,Rahway,Union,Rahway,NJ,7065,Northeast,24-08-21,"$199,138",Default,26-05-21,794,837,"$39,828"
38686922,CREDIT CARD,137-25-6031,503-963-7107,Klamath Falls,Klamath,Klamath Falls,OR,97602,West,21-01-20,"$60,241",Non-Default,12-07-21,730,754,"$21,084"
38686923,MORTGAGE,296-15-7431,215-573-2739,Pittsburgh,Allegheny,Pittsburgh,PA,15257,Northeast,02-04-20,"$814,753",Default,27-05-21,746,776,"$342,196"
38686924,PERSONAL LOAN,161-86-2920,215-574-5270,Flicksville,Northampton,Flicksville,PA,18050,Northeast,18-02-21,"$52,154",Non-Default,18-05-21,669,689,"$9,388"
38686925,MORTGAGE,644-29-3355,210-636-6901,Houston,Harris,Houston,TX,77275,South,14-02-18,"$954,500",Non-Default,13-04-21,884,899,"$219,535"
38686926,PERSONAL LOAN,197-84-1608,216-535-8157,Scio,Harrison,Scio,OH,43988,Midwest,14-01-21,"$55,490",Non-Default,24-08-21,712,744,"$24,416"
38686927,CREDIT CARD,470-57-9934,339-398-4305,Sandisfield,Berkshire,Sandisfield,MA,1255,Northeast,18-09-19,"$93,121",Non-Default,24-08-21,761,776,"$21,418"
38686928,CREDIT CARD,093-02-6287,209-370-4250,Glenn,Glenn,Glenn,CA,95943,West,01-02-18,"$62,705",Non-Default,24-08-21,770,779,"$27,590"
38686929,MORTGAGE,408-99-1133,316-217-1949,Nekoma,Rush,Nekoma,KS,67559,Midwest,23-03-21,"$320,859",Default,08-08-21,746,796,"$102,675"
38686930,MORTGAGE,025-92-8851,212-939-0311,Jay,Essex,Jay,NY,12941,Northeast,09-04-19,"$112,036",Default,04-01-21,756,769,"$5,602"
38686931,CREDIT CARD,431-99-0255,205-319-7608,Birmingham,Jefferson,Birmingham,AL,35297,South,06-03-21,"$39,222",Default,24-08-21,662,680,"$7,060"
38686932,MORTGAGE,326-11-5308,203-792-6382,East Berlin,Hartford,East Berlin,CT,6023,Northeast,20-07-20,"$507,920",Non-Default,28-12-20,718,761,"$126,980"
38686933,PERSONAL LOAN,211-84-7608,216-641-4845,Venedocia,Van Wert,Venedocia,OH,45894,Midwest,24-07-18,"$141,725",Non-Default,25-11-20,876,902,"$62,359"
38686934,PERSONAL LOAN,094-02-4681,236-718-0792,Saxis,Accomack,Saxis,VA,23427,South,24-05-18,"$169,837",Non-Default,12-07-21,719,712,"$50,951"
38686935,PERSONAL LOAN,595-99-0661,207-786-7999,Hollis Center,York,Hollis Center,ME,4042,Northeast,28-10-19,"$99,228",Non-Default,25-05-21,774,824,"$8,931"
38686936,CREDIT CARD,038-74-0419,210-794-5143,Ledbetter,Fayette,Ledbetter,TX,78946,South,07-04-20,"$28,951",Default,27-03-21,769,796,"$7,817"
38686937,CREDIT CARD,205-84-6692,201-269-7193,Belleville,Essex,Belleville,NJ,7109,Northeast,25-03-20,"$91,612",Default,30-04-21,771,768,"$32,064"
38686938,PERSONAL LOAN,370-37-4297,229-938-9326,Savannah,Chatham,Savannah,GA,31409,South,09-09-20,"$97,806",Non-Default,25-02-21,806,797,"$14,671"
38686939,MORTGAGE,681-24-7955,212-671-3331,Old Chatham,Columbia,Old Chatham,NY,12136,Northeast,09-06-20,"$647,656",Non-Default,23-05-21,868,875,"$6,477"
38686940,CREDIT CARD,562-99-2832,209-456-6510,Oak View,Ventura,Oak View,CA,93022,West,24-08-21,"$29,654",Default,24-08-21,736,785,"$11,269"
38686941,MORTGAGE,253-99-9326,314-387-3095,Long Lane,Dallas,Long Lane,MO,65590,Midwest,26-04-18,"$659,020",Non-Default,28-01-21,758,793,"$158,165"
38686942,MORTGAGE,321-11-6180,215-692-8143,Concord,Franklin,Concord,PA,17217,Northeast,20-11-19,"$951,704",Non-Default,24-08-21,653,699,"$95,170"
38686943,PERSONAL LOAN,494-29-8470,505-975-3953,Reserve,Catron,Reserve,NM,87830,West,24-08-21,"$168,572",Non-Default,19-12-20,735,727,"$67,429"
38686944,CREDIT CARD,086-02-9547,304-782-8959,Three Churches,Three Churches,Three Churches,WV,26765,South,10-07-18,"$31,325",Default,25-01-21,798,813,"$5,952"
38686945,PERSONAL LOAN,657-36-8485,210-407-9150,Pottsville,Hamilton,Pottsville,TX,76565,South,25-03-21,"$75,155",Non-Default,10-04-21,689,732,"$6,012"
38686946,MORTGAGE,448-27-7094,405-699-1969,Texola,Beckham,Texola,OK,73668,South,24-08-21,"$648,257",Non-Default,08-03-21,859,895,"$285,233"
38686947,PERSONAL LOAN,657-36-3070,206-819-2717,Toppenish,Yakima,Toppenish,WA,98948,West,07-02-21,"$37,899",Non-Default,10-04-21,770,816,"$5,685"
38686948,PERSONAL LOAN,445-27-8342,209-705-3467,Rio Oso,Sutter,Rio Oso,CA,95674,West,22-11-19,"$60,749",Non-Default,12-03-21,756,768,"$18,225"
38686949,PERSONAL LOAN,670-48-4173,212-564-4462,Schenectady,Schenectady,Schenectady,NY,12325,Northeast,18-04-21,"$50,466",Non-Default,17-12-20,792,792,"$15,644"
38686950,MORTGAGE,753-07-7082,228-900-8028,Jackson,Hinds,Jackson,MS,39225,South,06-06-19,"$895,149",Default,24-08-21,784,824,"$420,720"
38686951,MORTGAGE,357-08-2152,304-955-4976,Clintonville,Clintonville,Clintonville,WV,24928,South,08-12-19,"$963,291",Non-Default,30-04-21,746,745,"$96,329"
38686952,MORTGAGE,359-08-2777,270-877-3510,Fuget,Fuget,Fuget,KY,41220,South,17-12-18,"$325,015",Non-Default,24-08-21,683,717,"$9,750"
38686953,PERSONAL LOAN,752-09-8426,262-621-0632,Randolph,Dodge,Randolph,WI,53956,Midwest,18-10-20,"$31,495",Non-Default,24-08-21,856,901,"$8,819"
38686954,CREDIT CARD,688-24-4469,605-364-6049,Timber Lake,Dewey,Timber Lake,SD,57656,Midwest,23-11-19,"$70,735",Non-Default,08-04-21,869,915,"$24,757"
38686955,CREDIT CARD,361-08-0640,308-954-8580,Omaha,Douglas,Omaha,NE,68164,Midwest,24-08-21,"$40,652",Non-Default,03-02-21,854,873,"$6,504"
38686956,PERSONAL LOAN,674-48-7190,803-480-5064,Williamston,Anderson,Williamston,SC,29697,South,17-10-19,"$164,217",Non-Default,24-08-21,832,823,"$24,633"
38686957,CREDIT CARD,233-57-0312,205-463-1760,Beatrice,Monroe,Beatrice,AL,36425,South,05-05-18,"$98,482",Non-Default,17-01-21,847,874,"$35,454"
38686958,MORTGAGE,054-02-0863,212-282-8256,Knowlesville,Orleans,Knowlesville,NY,14479,Northeast,24-08-21,"$844,659",Default,24-08-21,848,860,"$405,436"
38686959,PERSONAL LOAN,764-29-2994,225-717-3883,Marion,Union,Marion,LA,71260,South,21-04-20,"$99,573",Non-Default,12-08-21,688,731,"$9,957"
38686960,PERSONAL LOAN,621-85-1707,219-618-6607,Elwood,Madison,Elwood,IN,46036,Midwest,22-07-19,"$56,662",Default,24-08-21,882,925,"$21,532"
38686961,MORTGAGE,520-61-0929,907-202-4448,Craig,Prince of Wales-Outer,Craig,AK,99921,West,24-06-19,"$306,430",Non-Default,24-08-21,741,733,"$67,415"
38686962,PERSONAL LOAN,372-37-6149,206-573-9379,Montesano,Grays Harbor,Montesano,WA,98563,West,07-02-20,"$115,138",Non-Default,28-12-20,861,900,"$34,541"
38686963,CREDIT CARD,158-23-8202,702-867-3734,Ruth,White Pine,Ruth,NV,89319,West,24-08-21,"$97,340",Non-Default,24-08-21,740,759,"$35,042"
38686964,MORTGAGE,064-02-7228,212-922-9115,Cherry Plain,Rensselaer,Cherry Plain,NY,12040,Northeast,09-11-20,"$110,175",Default,24-08-21,744,787,$0
38686965,PERSONAL LOAN,351-08-8406,215-974-7799,Seven Valleys,York,Seven Valleys,PA,17360,Northeast,24-08-21,"$171,947",Default,05-08-21,767,783,"$24,073"
38686966,CREDIT CARD,395-33-3499,216-679-6642,Jenera,Hancock,Jenera,OH,45841,Midwest,22-04-18,"$51,386",Non-Default,24-08-21,848,883,"$21,582"
38686967,PERSONAL LOAN,329-11-4787,207-552-3486,Oxford,Oxford,Oxford,ME,4270,Northeast,09-06-20,"$161,513",Non-Default,14-04-21,678,717,"$19,382"
38686968,CREDIT CARD,254-99-0441,262-446-6065,Stratford,Marathon,Stratford,WI,54484,Midwest,20-05-18,"$58,086",Default,02-06-21,884,911,"$18,588"
38686969,MORTGAGE,472-57-2906,210-841-3415,Temple,Bell,Temple,TX,76505,South,07-02-19,"$572,998",Non-Default,09-11-20,782,798,"$280,769"
38686970,CREDIT CARD,672-48-4361,212-867-9772,Ossining,Westchester,Ossining,NY,10562,Northeast,01-08-20,"$46,812",Non-Default,07-03-21,843,870,"$7,958"
38686971,CREDIT CARD,044-15-5798,236-547-0990,Richmond,Henrico,Richmond,VA,23233,South,14-12-20,"$44,584",Non-Default,05-12-20,852,875,"$6,242"
38686972,PERSONAL LOAN,068-02-8807,231-871-3433,Muskegon,Muskegon,Muskegon,MI,49441,Midwest,04-01-18,"$152,986",Non-Default,06-11-20,791,841,"$41,306"
38686973,CREDIT CARD,549-99-1621,212-489-5395,Hailesboro,St. Lawrence,Hailesboro,NY,13645,Northeast,06-12-18,"$69,038",Default,10-03-21,692,698,$690
38686974,CREDIT CARD,477-55-3468,605-930-0997,Longlake,McPherson,Longlake,SD,57457,Midwest,24-04-18,"$48,696",Default,11-02-21,887,926,"$6,330"
38686975,CREDIT CARD,424-65-3819,210-950-6596,Vernon,Wilbarger,Vernon,TX,76384,South,15-02-20,"$40,828",Default,14-06-21,804,806,"$2,450"
38686976,PERSONAL LOAN,523-99-5578,303-802-9695,Silver Cliff,Silver Cliff,Silver Cliff,CO,81249,West,24-08-21,"$74,898",Default,24-04-21,726,731,"$25,465"
38686977,CREDIT CARD,694-16-3774,218-929-0342,Frost,Faribault,Frost,MN,56033,Midwest,14-12-20,"$25,574",Default,24-08-21,877,897,"$9,462"
38686978,CREDIT CARD,123-98-3831,207-886-5041,Deer Isle,Hancock,Deer Isle,ME,4627,Northeast,27-07-18,"$57,756",Default,24-08-21,723,757,"$11,551"
38686979,CREDIT CARD,394-33-5964,239-286-3159,Fort Walton Beach,Okaloosa,Fort Walton Beach,FL,32548,South,13-06-21,"$48,946",Non-Default,24-08-21,859,894,$979
38686980,PERSONAL LOAN,261-99-4779,308-769-5829,Omaha,Douglas,Omaha,NE,68152,Midwest,28-04-20,"$112,735",Non-Default,24-08-21,730,733,"$12,401"
38686981,CREDIT CARD,721-18-5620,702-597-7357,Las Vegas,Clark,Las Vegas,NV,89151,West,08-09-18,"$75,411",Non-Default,15-06-21,817,854,"$15,082"
38686982,PERSONAL LOAN,158-23-1745,314-777-9133,Zalma,Bollinger,Zalma,MO,63787,Midwest,13-02-18,"$193,569",Default,03-07-21,818,844,"$46,457"
38686983,CREDIT CARD,461-99-8879,314-503-6028,Perry,Ralls,Perry,MO,63462,Midwest,26-10-18,"$63,421",Default,24-08-21,818,846,"$28,539"
38686984,PERSONAL LOAN,058-02-6221,219-526-5310,Tennyson,Warrick,Tennyson,IN,47637,Midwest,04-03-19,"$115,114",Non-Default,07-08-21,683,697,"$9,209"
38686985,MORTGAGE,130-98-5445,603-356-8043,Deerfield,Rockingham,Deerfield,NH,3037,Northeast,21-08-19,"$174,419",Non-Default,08-03-21,731,780,"$73,256"
38686986,MORTGAGE,648-58-1785,339-271-2998,Hudson,Middlesex,Hudson,MA,1749,Northeast,09-01-21,"$238,078",Non-Default,21-02-21,686,708,"$61,900"
38686987,MORTGAGE,440-29-3741,480-674-3056,Page,Coconino,Page,AZ,86040,West,03-10-20,"$814,037",Default,11-12-20,860,892,"$244,211"
38686988,CREDIT CARD,586-67-0496,303-255-4116,Commerce City,Adams,Commerce City,CO,80022,West,01-09-19,"$64,873",Non-Default,02-07-21,757,781,"$16,867"
38686989,CREDIT CARD,387-33-8567,215-590-6501,Shenandoah,Schuylkill,Shenandoah,PA,17976,Northeast,23-10-19,"$41,802",Non-Default,24-08-21,661,661,"$12,959"
38686990,MORTGAGE,412-99-1807,210-561-8863,El Paso,El Paso,El Paso,TX,79929,South,12-08-18,"$958,190",Non-Default,21-06-21,823,849,"$354,530"
38686991,CREDIT CARD,236-55-1258,229-799-4593,Lyerly,Chattooga,Lyerly,GA,30730,South,28-04-21,"$90,262",Default,03-05-21,729,779,"$9,026"
38686992,PERSONAL LOAN,121-98-3973,217-860-0723,Edwards,Peoria,Edwards,IL,61528,Midwest,24-08-21,"$30,290",Non-Default,24-08-21,677,704,"$9,087"
38686993,MORTGAGE,380-37-2335,210-812-9331,Waxahachie,Ellis,Waxahachie,TX,75167,South,19-08-20,"$271,222",Default,24-08-21,840,861,"$43,396"
38686994,CREDIT CARD,033-92-7949,215-963-1456,Aspers,Adams,Aspers,PA,17304,Northeast,02-03-19,"$51,211",Non-Default,24-08-21,706,756,"$4,097"
38686995,MORTGAGE,560-99-6668,319-202-3493,Mapleton,Monona,Mapleton,IA,51034,Midwest,28-11-18,"$542,455",Non-Default,20-02-21,808,854,"$254,954"
38686996,CREDIT CARD,610-87-3807,203-571-6106,Manchester,Hartford,Manchester,CT,6045,Northeast,06-04-19,"$30,152",Default,27-01-21,793,795,"$15,076"
38686997,MORTGAGE,207-84-1128,218-358-5636,Hinckley,Pine,Hinckley,MN,55037,Midwest,21-08-21,"$243,560",Non-Default,26-12-20,868,918,"$70,632"
38686998,CREDIT CARD,351-08-9631,304-821-8000,Meadow Bridge,Fayette,Meadow Bridge,WV,25976,South,18-01-21,"$55,304",Non-Default,27-03-21,838,844,"$23,228"
38686999,PERSONAL LOAN,698-16-4742,423-231-5104,Winchester,Franklin,Winchester,TN,37398,South,06-05-21,"$80,716",Default,24-08-21,870,860,"$16,950"
38687000,CREDIT CARD,094-02-2933,216-543-3745,Oceola,Crawford,Oceola,OH,44860,Midwest,24-08-21,"$46,609",Default,24-02-21,700,716,$932
38687001,PERSONAL LOAN,405-73-1357,231-789-7018,Saline,Washtenaw,Saline,MI,48176,Midwest,24-08-21,"$98,136",Default,24-08-21,655,668,"$26,497"
38687002,CREDIT CARD,201-84-4552,217-302-8226,Davis,Stephenson,Davis,IL,61019,Midwest,23-09-20,"$45,228",Non-Default,24-06-21,699,689,"$8,141"
38687003,CREDIT CARD,767-02-4783,209-661-7281,Sacramento,Sacramento,Sacramento,CA,94279,West,15-05-18,"$54,040",Non-Default,24-08-21,713,709,"$15,131"
38687004,MORTGAGE,285-15-5066,231-356-9613,Marshall,Calhoun,Marshall,MI,49068,Midwest,22-05-18,"$247,922",Non-Default,17-01-21,710,704,"$96,690"
38687005,MORTGAGE,461-99-6464,405-891-7577,Hitchita,McIntosh,Hitchita,OK,74438,South,06-10-19,"$838,902",Non-Default,15-01-21,851,850,"$151,002"
38687006,MORTGAGE,191-86-3694,212-299-4357,New York City,New York,New York City,NY,10004,Northeast,09-04-18,"$337,899",Default,15-06-21,822,865,"$23,653"
38687007,CREDIT CARD,133-98-5623,319-589-0374,Iowa City,Johnson,Iowa City,IA,52242,Midwest,24-08-21,"$57,315",Default,17-04-21,833,883,"$16,048"
38687008,MORTGAGE,499-29-9703,212-916-2189,Albany,Albany,Albany,NY,12223,Northeast,14-09-20,"$120,707",Default,15-08-21,755,796,"$57,939"
38687009,MORTGAGE,295-15-1924,303-277-3916,Firestone,Weld,Firestone,CO,80520,West,25-07-21,"$561,311",Non-Default,11-06-21,767,775,"$89,810"
38687010,CREDIT CARD,434-99-6319,605-329-1122,Yale,Beadle,Yale,SD,57386,Midwest,01-09-20,"$39,449",Non-Default,30-10-20,812,822,"$19,725"
38687011,MORTGAGE,618-87-0626,405-240-7234,Goltry,Alfalfa,Goltry,OK,73739,South,26-06-20,"$971,711",Non-Default,26-06-21,893,891,"$48,586"
38687012,CREDIT CARD,692-18-7124,205-252-2449,Montgomery,Montgomery,Montgomery,AL,36108,South,03-12-20,"$57,276",Default,30-03-21,656,669,"$14,892"
38687013,MORTGAGE,287-15-0241,270-481-5136,Ft Mitchell,Kenton,Ft Mitchell,KY,41017,South,22-03-19,"$478,848",Default,24-08-21,875,918,"$215,482"
38687014,CREDIT CARD,551-99-4972,216-936-5745,Chester,Meigs,Chester,OH,45720,Midwest,11-12-18,"$59,887",Default,01-01-21,660,652,"$3,593"
38687015,CREDIT CARD,244-99-2688,216-863-3214,Groveport,Groveport,Groveport,OH,43196,Midwest,05-04-20,"$61,656",Non-Default,23-04-21,880,909,"$18,497"
38687016,PERSONAL LOAN,704-18-3387,308-720-3869,Prosser,Prosser,Prosser,NE,68868,Midwest,01-05-19,"$69,922",Non-Default,29-12-20,660,700,"$11,188"
38687017,MORTGAGE,507-57-5951,216-866-2839,Pemberton,Shelby,Pemberton,OH,45353,Midwest,17-04-18,"$568,198",Non-Default,02-11-20,894,916,"$244,325"
38687018,MORTGAGE,405-73-0477,240-685-7955,Hagerstown,Washington,Hagerstown,MD,21742,South,17-08-19,"$260,078",Default,24-08-21,744,771,"$54,616"
38687019,CREDIT CARD,163-86-9235,217-632-6164,Willow Hill,Jasper,Willow Hill,IL,62480,Midwest,15-09-18,"$55,566",Default,27-06-21,803,852,"$21,115"
38687020,MORTGAGE,261-99-5333,210-699-2426,Lufkin,Angelina,Lufkin,TX,75903,South,28-12-20,"$922,273",Default,20-05-21,868,894,"$166,009"
38687021,PERSONAL LOAN,719-18-0623,215-818-1125,Gwynedd Valley,Montgomery,Gwynedd Valley,PA,19437,Northeast,28-08-18,"$114,759",Non-Default,03-11-20,811,837,"$21,804"
38687022,CREDIT CARD,140-23-6940,218-871-9978,Eitzen,Houston,Eitzen,MN,55931,Midwest,25-11-19,"$82,725",Default,31-01-21,868,888,"$39,708"
38687023,MORTGAGE,071-02-7226,225-345-6437,Monroe,Ouachita,Monroe,LA,71212,South,27-05-19,"$410,060",Non-Default,28-10-20,721,724,"$8,201"
38687024,CREDIT CARD,476-55-5584,216-396-6595,Venedocia,Van Wert,Venedocia,OH,45894,Midwest,20-01-18,"$29,673",Non-Default,20-06-21,789,836,"$4,154"
